Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
-----------------------------------------------
                0.00    0.00       1/12          std::vector<float, std::allocator<float> >::back() [223]
                0.00    0.00      11/12          void std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [30]
[59]     0.0    0.00    0.00      12         std::vector<float, std::allocator<float> >::end() [59]
                0.00    0.00      12/24          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [39]
-----------------------------------------------
                0.00    0.00      11/11          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [63]
[60]     0.0    0.00    0.00      11         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [60]
                0.00    0.00      22/44          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [35]
-----------------------------------------------
                0.00    0.00      11/11          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [63]
[61]     0.0    0.00    0.00      11         std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [61]
                0.00    0.00      44/45          std::vector<float, std::allocator<float> >::size() const [34]
                0.00    0.00      22/22          std::vector<float, std::allocator<float> >::max_size() const [42]
                0.00    0.00      11/13          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [53]
-----------------------------------------------
                0.00    0.00       1/11          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [229]
                0.00    0.00       2/11          std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [227]
                0.00    0.00       4/11          std::vector<int, std::allocator<int> >::~vector() [102]
                0.00    0.00       4/11          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [152]
[62]     0.0    0.00    0.00      11         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [62]
-----------------------------------------------
                0.00    0.00      11/11          void std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [30]
[63]     0.0    0.00    0.00      11         void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [63]
                0.00    0.00      22/22          std::vector<float, std::allocator<float> >::_S_use_relocate() [47]
                0.00    0.00      22/29          std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [37]
                0.00    0.00      22/44          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [35]
                0.00    0.00      22/22          std::vector<float, std::allocator<float> >::_S_relocate(float*, float*, float*, std::allocator<float>&) [45]
                0.00    0.00      11/11          std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [61]
                0.00    0.00      11/11          std::vector<float, std::allocator<float> >::begin() [64]
                0.00    0.00      11/11          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [60]
                0.00    0.00      11/12          std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [56]
                0.00    0.00      11/2414        float&& std::forward<float>(std::remove_reference<float>::type&) [9]
                0.00    0.00      11/801         void std::allocator_traits<std::allocator<float> >::construct<float, float>(std::allocator<float>&, float*, float&&) [29]
                0.00    0.00      11/15          std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [51]
-----------------------------------------------
                0.00    0.00      11/11          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [63]
[64]     0.0    0.00    0.00      11         std::vector<float, std::allocator<float> >::begin() [64]
                0.00    0.00      11/24          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [39]
-----------------------------------------------
                0.00    0.00       1/9           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [229]
                0.00    0.00       8/9           std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [132]
[65]     0.0    0.00    0.00       9         std::vector<int, std::allocator<int> >::size() const [65]
-----------------------------------------------
                0.00    0.00       4/8           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [152]
                0.00    0.00       4/8           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [129]
[66]     0.0    0.00    0.00       8         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [66]
-----------------------------------------------
                0.00    0.00       1/8           std::shared_ptr<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > std::make_shared<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [231]
                0.00    0.00       1/8           std::shared_ptr<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > std::allocate_shared<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [243]
                0.00    0.00       1/8           std::shared_ptr<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::shared_ptr<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::_Sp_alloc_shared_tag<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [190]
                0.00    0.00       1/8           std::__shared_ptr<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::_Sp_alloc_shared_tag<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [200]
                0.00    0.00       1/8           std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*&, std::_Sp_alloc_shared_tag<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [203]
                0.00    0.00       1/8           std::_Sp_counted_ptr_inplace<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [220]
                0.00    0.00       1/8           void std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [209]
                0.00    0.00       1/8           void __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [171]
[67]     0.0    0.00    0.00       8         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&) [67]
-----------------------------------------------
                0.00    0.00       2/8           void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [151]
                0.00    0.00       2/8           void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [148]
                0.00    0.00       2/8           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [152]
                0.00    0.00       2/8           void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [125]
[68]     0.0    0.00    0.00       8         int&& std::forward<int>(std::remove_reference<int>::type&) [68]
-----------------------------------------------
                0.00    0.00       3/7           __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [111]
                0.00    0.00       4/7           __gnu_cxx::new_allocator<int>::max_size() const [84]
[69]     0.0    0.00    0.00       7         __gnu_cxx::new_allocator<int>::_M_max_size() const [69]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<float>::~allocator() [73]
[70]     0.0    0.00    0.00       6         __gnu_cxx::new_allocator<float>::~new_allocator() [70]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<int>::~allocator() [74]
[71]     0.0    0.00    0.00       6         __gnu_cxx::new_allocator<int>::~new_allocator() [71]
-----------------------------------------------
                0.00    0.00       1/6           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [229]
                0.00    0.00       1/6           std::_Vector_base<int, std::allocator<int> >::get_allocator() const [181]
                0.00    0.00       4/6           std::vector<int, std::allocator<int> >::max_size() const [85]
[72]     0.0    0.00    0.00       6         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [72]
-----------------------------------------------
                0.00    0.00       1/6           std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [224]
                0.00    0.00       1/6           std::vector<float, std::allocator<float> >::_M_move_assign(std::vector<float, std::allocator<float> >&&, std::integral_constant<bool, true>) [222]
                0.00    0.00       4/6           std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [91]
[73]     0.0    0.00    0.00       6         std::allocator<float>::~allocator() [73]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<float>::~new_allocator() [70]
-----------------------------------------------
                0.00    0.00       1/6           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [229]
                0.00    0.00       1/6           std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [227]
                0.00    0.00       4/6           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [93]
[74]     0.0    0.00    0.00       6         std::allocator<int>::~allocator() [74]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<int>::~new_allocator() [71]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data&) [139]
[75]     0.0    0.00    0.00       6         std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data const&) [75]
-----------------------------------------------
                0.00    0.00       2/6           std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl() [138]
                0.00    0.00       2/6           std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data&) [139]
                0.00    0.00       2/6           std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [137]
[76]     0.0    0.00    0.00       6         std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_Vector_impl_data() [76]
-----------------------------------------------
                0.00    0.00       2/6           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [152]
                0.00    0.00       4/6           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [94]
[77]     0.0    0.00    0.00       6         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [77]
                0.00    0.00       3/3           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [116]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [143]
[78]     0.0    0.00    0.00       6         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data const&) [78]
-----------------------------------------------
                0.00    0.00       2/6           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [142]
                0.00    0.00       2/6           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [143]
                0.00    0.00       2/6           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [141]
[79]     0.0    0.00    0.00       6         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [79]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~allocator() [86]
[80]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~new_allocator() [80]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<float>::allocator(std::allocator<float> const&) [87]
[81]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<float>::new_allocator(__gnu_cxx::new_allocator<float> const&) [81]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<int>::allocator(std::allocator<int> const&) [88]
[82]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [82]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<int, std::allocator<int> >::end() [153]
                0.00    0.00       2/4           std::vector<int, std::allocator<int> >::begin() [154]
[83]     0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [83]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [95]
[84]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<int>::max_size() const [84]
                0.00    0.00       4/7           __gnu_cxx::new_allocator<int>::_M_max_size() const [69]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [132]
[85]     0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::max_size() const [85]
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [97]
                0.00    0.00       4/6           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [72]
-----------------------------------------------
                0.00    0.00       1/4           std::shared_ptr<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > std::make_shared<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [231]
                0.00    0.00       1/4           std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*&, std::_Sp_alloc_shared_tag<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [203]
                0.00    0.00       1/4           std::_Sp_ebo_helper<0, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true>::~_Sp_ebo_helper() [202]
                0.00    0.00       1/4           std::_Sp_counted_ptr_inplace<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [220]
[86]     0.0    0.00    0.00       4         std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~allocator() [86]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~new_allocator() [80]
-----------------------------------------------
                0.00    0.00       1/4           std::_Vector_base<float, std::allocator<float> >::get_allocator() const [180]
                0.00    0.00       1/4           std::allocator_traits<std::allocator<float> >::select_on_container_copy_construction(std::allocator<float> const&) [212]
                0.00    0.00       2/4           std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [137]
[87]     0.0    0.00    0.00       4         std::allocator<float>::allocator(std::allocator<float> const&) [87]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<float>::new_allocator(__gnu_cxx::new_allocator<float> const&) [81]
-----------------------------------------------
                0.00    0.00       1/4           std::_Vector_base<int, std::allocator<int> >::get_allocator() const [181]
                0.00    0.00       1/4           std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [213]
                0.00    0.00       2/4           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [141]
[88]     0.0    0.00    0.00       4         std::allocator<int>::allocator(std::allocator<int> const&) [88]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [82]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<float*>(float*, float*) [105]
[89]     0.0    0.00    0.00       4         void std::_Destroy_aux<true>::__destroy<float*>(float*, float*) [89]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<int*>(int*, int*) [107]
[90]     0.0    0.00    0.00       4         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [90]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [92]
[91]     0.0    0.00    0.00       4         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [91]
                0.00    0.00       4/6           std::allocator<float>::~allocator() [73]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<float, std::allocator<float> >::~vector() [96]
[92]     0.0    0.00    0.00       4         std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [92]
                0.00    0.00       4/4           std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [91]
                0.00    0.00       4/15          std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [51]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [94]
[93]     0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [93]
                0.00    0.00       4/6           std::allocator<int>::~allocator() [74]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::~vector() [102]
[94]     0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [94]
                0.00    0.00       4/6           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [77]
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [93]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [97]
[95]     0.0    0.00    0.00       4         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [95]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<int>::max_size() const [84]
-----------------------------------------------
                0.00    0.00       1/4           Initializer::~Initializer() [167]
                0.00    0.00       1/4           std::vector<float, std::allocator<float> >::_M_move_assign(std::vector<float, std::allocator<float> >&&, std::integral_constant<bool, true>) [222]
                0.00    0.00       2/4           parse_initializer(engine::Lexer&) [165]
[96]     0.0    0.00    0.00       4         std::vector<float, std::allocator<float> >::~vector() [96]
                0.00    0.00       4/29          std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [37]
                0.00    0.00       4/4           std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [92]
                0.00    0.00       4/4           void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [106]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::max_size() const [85]
[97]     0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [97]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [95]
                0.00    0.00       4/26          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [38]
-----------------------------------------------
                0.00    0.00       4/4           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [152]
[98]     0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [98]
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [99]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [98]
[99]     0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [99]
                0.00    0.00       4/4           int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [103]
-----------------------------------------------
                0.00    0.00       4/4           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [152]
[100]    0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::_S_use_relocate() [100]
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [101]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::_S_use_relocate() [100]
[101]    0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [101]
-----------------------------------------------
                0.00    0.00       1/4           Initializer::~Initializer() [167]
                0.00    0.00       1/4           std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [227]
                0.00    0.00       2/4           parse_initializer(engine::Lexer&) [165]
[102]    0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::~vector() [102]
                0.00    0.00       4/11          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [62]
                0.00    0.00       4/4           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [108]
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [94]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [99]
[103]    0.0    0.00    0.00       4         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [103]
                0.00    0.00      12/13          int* std::__niter_base<int*>(int*) [52]
                0.00    0.00       4/4           std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [104]
-----------------------------------------------
                0.00    0.00       4/4           int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [103]
[104]    0.0    0.00    0.00       4         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [104]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [106]
[105]    0.0    0.00    0.00       4         void std::_Destroy<float*>(float*, float*) [105]
                0.00    0.00       4/4           void std::_Destroy_aux<true>::__destroy<float*>(float*, float*) [89]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<float, std::allocator<float> >::~vector() [96]
[106]    0.0    0.00    0.00       4         void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [106]
                0.00    0.00       4/4           void std::_Destroy<float*>(float*, float*) [105]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [108]
[107]    0.0    0.00    0.00       4         void std::_Destroy<int*>(int*, int*) [107]
                0.00    0.00       4/4           void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [90]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::~vector() [102]
[108]    0.0    0.00    0.00       4         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [108]
                0.00    0.00       4/4           void std::_Destroy<int*>(int*, int*) [107]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [114]
[109]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::new_allocator(__gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [109]
-----------------------------------------------
